npv_cost_gbp,total_co2_t,first_overlay_year
86358.7071452149,197.74824,8
199201.813020042,311.530128,6
126171.630627295,226.65624,8
93035.2453285936,226.65624,8
132288.860382885,226.65624,9
152298.385428544,284.47224,7
144343.285081509,284.47224,7
152117.502965005,226.65624,8
135480.559560802,311.530128,6
118420.779125315,197.74824,9
99491.3109865901,313.38024,5
75734.3737161863,165.140016,13
119829.992954713,255.56424,7
76522.9671287023,165.140016,11
109189.384641602,226.65624,8
108376.55938919,226.65624,8
119469.325402895,226.65624,9
162559.520265114,284.47224,7
104749.936434263,226.65624,8
87936.4688857517,226.65624,8
97780.0552426481,226.65624,7
81844.0411409107,165.140016,12
95689.5800040071,195.898128,9
101429.26347247,166.990128,11
166068.152051982,257.414352,7
137457.270378087,195.898128,10
118025.63356198,195.898128,10
118655.517761598,195.898128,9
127369.950500288,282.622128,7
65425.8965149919,166.990128,11
79833.9245455618,195.898128,10
107208.901776649,195.898128,10
108587.865498373,166.990128,10
107380.68924289,226.65624,9
93065.6311850613,226.65624,8
84726.3487042237,195.898128,10
87897.5659041702,195.898128,10
139675.734509637,284.47224,7
143115.272063165,255.56424,7
94193.2868298834,195.898128,9
79564.620783503,165.140016,11
94281.3646094167,166.990128,11
110531.888618808,255.56424,7
119994.537824242,286.322352,6
87652.9866659129,226.65624,7
128653.810591973,226.65624,8
120778.57964623,417.004032,6
81938.2104520162,195.898128,10
91089.1669616926,197.74824,9
117088.55212107,166.990128,10
127377.898007245,195.898128,10
83816.6573643965,195.898128,9
109504.369961964,195.898128,10
152181.644676802,257.414352,7
115048.3125528,195.898128,9
98572.1057336037,226.65624,9
119577.406460687,195.898128,9
117791.741933297,226.65624,8
116822.488078623,253.714128,7
106980.83577988,195.898128,9
107463.564774569,195.898128,10
121162.008268114,166.990128,10
97312.0799534961,165.140016,11
131343.322055796,197.74824,8
78558.5284610327,195.898128,10
172259.478385741,259.264464,6
92019.8442671031,228.506352,7
90319.5213321451,226.65624,8
140235.09205955,197.74824,8
116633.466520306,228.506352,7
94467.3055259728,195.898128,9
72829.4747017852,166.990128,11
124504.998849771,195.898128,10
99831.2130514279,195.898128,10
112145.473811759,166.990128,10
206188.485354546,311.530128,6
110531.702078542,228.506352,7
134416.630227283,251.864016,7
102032.601048638,259.264464,6
180497.736623032,315.230352,5
103233.355894573,226.65624,8
91466.5071112571,226.65624,8
104934.358028298,226.65624,8
95966.8625432582,136.232016,14
109983.476933579,165.140016,12
117366.188692871,165.140016,11
144540.723299256,286.322352,7
108417.955229808,166.990128,11
92764.5877043051,197.74824,9
143407.159443509,228.506352,8
102639.237396387,166.990128,10
106686.455779434,195.898128,10
132025.143577887,257.414352,7
101911.400305148,197.74824,9
137020.871567244,224.806128,8
67027.1221065194,166.990128,11
116817.21065683,286.322352,5
112360.916784848,195.898128,10
82226.2778112251,166.990128,11
113349.099336931,226.65624,8
85017.9561535301,197.74824,9
104438.695739875,224.806128,7
87327.7674888064,166.990128,11
92088.8821682064,228.506352,7
117238.774741314,195.898128,10
96869.5302088997,195.898128,9
100542.855554698,165.140016,12
100087.828096505,166.990128,10
84915.3316244721,226.65624,8
147755.564774123,255.56424,7
99636.1643701147,165.140016,13
134211.357167217,228.506352,7
94466.4672454296,165.140016,11
93245.5014004905,166.990128,11
128476.434186091,226.65624,8
98565.7058943309,257.414352,7
84346.4595174102,197.74824,9
73837.3319871273,166.990128,10
81334.6266325952,195.898128,10
67378.4539463878,165.140016,12
93445.3084799514,226.65624,7
137876.502720049,195.898128,10
109893.301057921,165.140016,12
75676.0112823592,166.990128,10
79663.60256836,165.140016,11
104074.034252281,197.74824,9
116871.932299179,228.506352,7
141522.344540149,228.506352,7
107250.569905568,226.65624,8
139731.992354444,195.898128,10
93898.6288703088,195.898128,10
91342.2392637093,226.65624,8
143629.013638422,286.322352,7
115271.223171494,195.898128,9
97758.3114140209,166.990128,11
105200.135755557,197.74824,9
130923.144155921,253.714128,7
83264.6517704183,165.140016,11
81327.9703314538,165.140016,11
154523.076667684,255.56424,7
124323.427241781,226.65624,8
77745.9856557381,166.990128,10
100874.026664364,257.414352,7
127781.06764445,226.65624,8
114134.555624415,195.898128,10
129257.187533211,226.65624,8
113724.058604871,197.74824,9
94768.8715184089,165.140016,12
188742.298650051,313.38024,5
130910.656886141,228.506352,7
153195.232375356,344.138352,5
108279.006212026,195.898128,10
141216.810997451,259.264464,6
138000.183808877,257.414352,7
178381.256962471,313.38024,5
103641.498631591,284.47224,5
106161.5847088,166.990128,11
97801.2650220433,197.74824,9
121530.928857752,284.47224,7
111587.626526333,166.990128,10
111114.817664101,197.74824,9
82496.6188615399,165.140016,11
117043.911011228,166.990128,10
121927.840730261,197.74824,9
91433.1752629636,165.140016,12
90469.3233171171,311.530128,6
103349.622947382,197.74824,9
106466.7585701,226.65624,8
70754.014180397,165.140016,13
112449.623631344,257.414352,7
83812.2291140471,195.898128,10
106807.032007543,165.140016,12
102342.576294659,282.622128,6
83068.8034169608,195.898128,10
82832.8839380321,166.990128,11
87056.7412165234,165.140016,11
78826.3224184979,166.990128,11
112385.345042872,195.898128,9
129754.456707031,286.322352,6
104421.944417739,166.990128,10
124116.072058271,226.65624,8
71572.200228559,166.990128,10
94352.942212403,136.232016,14
95391.4941895434,257.414352,7
108565.433886565,195.898128,10
121565.88386039,257.414352,7
96450.7280059271,284.47224,6
136344.59672152,197.74824,9
111564.998311197,286.322352,6
161154.215971302,313.38024,6
113826.389596251,257.414352,7
118216.848579702,226.65624,8
146780.081219718,313.38024,6
117376.935871633,136.232016,14
125752.622739845,226.65624,7
107808.150538228,257.414352,7
111634.860682338,166.990128,11
126608.649528355,228.506352,8
125497.130808978,228.506352,7
109832.925404557,165.140016,12
129590.448376773,226.65624,8
143554.791625045,257.414352,7
97854.0607124106,226.65624,8
130685.130067086,197.74824,9
120200.736342517,166.990128,11
103175.68997051,195.898128,9
74401.1672487562,165.140016,11
118068.03699865,165.140016,13
93721.8850434511,166.990128,11
113013.539661984,166.990128,11
119006.857440367,226.65624,7
154538.032324191,226.65624,8
76874.478490779,195.898128,10
121107.934826673,257.414352,7
127207.465614173,257.414352,7
87482.66896845,226.65624,8
