npv_cost_gbp,total_co2_t,first_overlay_year
96595.0228829446,41.956896,9
83692.3227578926,44.78112,7
50622.3259675889,41.848272,9
98601.4139943598,58.141872,5
95931.2884557893,44.78112,7
65693.1036401906,41.956896,9
106159.172350798,44.672496,8
133491.293227971,52.710672,6
70418.3543875513,55.426272,5
84566.9115738559,44.672496,8
69855.668685513,50.21232,6
112338.035556631,47.49672,7
131958.375308245,55.426272,5
70539.4849971735,44.672496,7
122819.906719082,50.103696,5
72208.6931526596,41.956896,9
107794.663204806,50.21232,6
81267.9166875357,44.78112,7
100490.037751441,47.49672,7
113455.269234442,47.49672,7
80755.3929579547,44.78112,7
79475.3976950799,52.819296,5
78301.6484274501,52.819296,5
63751.6793037894,44.78112,7
80419.7561777699,52.710672,6
86787.907372011,47.49672,7
78997.7444200533,50.103696,6
91926.5544404316,52.710672,5
106999.430666365,52.710672,5
145101.278581484,119.461872,4
95955.3708275873,58.250496,5
100315.059500477,44.78112,7
101464.974738982,47.49672,7
136823.605858448,88.910496,4
75281.851116749,47.49672,7
83319.9620785572,44.672496,8
99392.0575592282,50.21232,7
124399.460219051,52.819296,5
91365.2829504407,61.07472,4
108625.479434358,44.672496,8
129075.10177879,58.250496,5
94766.4700462867,52.92792,5
104011.789512836,50.103696,7
101098.116676806,44.78112,7
80731.2389315704,47.388096,7
126603.177775039,60.966096,5
117105.242042618,55.64352,5
87733.6789169574,50.103696,6
95036.8396370796,55.426272,5
83337.0137229189,47.388096,7
69599.94267615,50.103696,5
92256.9053966714,41.848272,10
64903.6523449122,41.956896,9
118861.963697688,55.64352,5
92819.1997279684,44.672496,9
94391.894950197,47.49672,7
100620.018940121,55.426272,6
81817.673037927,55.534896,5
67191.179686712,44.78112,7
87590.6701474754,44.78112,7
103202.831194007,58.033248,4
84775.529611026,50.21232,6
57239.1487732218,44.672496,9
69747.7982595441,47.49672,7
93264.1288678809,47.49672,7
91430.1950298078,58.141872,5
66801.9434346856,50.21232,7
136702.823778531,52.819296,5
106044.557182428,47.49672,7
97395.5336105599,47.279472,7
139172.013562239,52.602048,6
107412.987569426,58.35912,5
65136.6384390481,50.103696,7
76157.3465530653,44.672496,8
119274.42678248,61.07472,4
67003.5553491509,44.672496,8
76539.4358221057,47.49672,7
73318.9830344891,47.49672,7
84774.5402263288,50.21232,6
94873.5392207304,44.672496,8
93307.343684519,52.710672,5
94584.9352793523,50.103696,5
79279.868031464,50.21232,6
90632.4048530294,47.49672,7
96960.6789228541,52.819296,6
116234.528965269,55.317648,6
81805.5419505273,47.388096,7
93474.4768225832,50.103696,6
98655.0453469846,50.103696,7
95002.9030711902,47.605344,7
82820.9890119359,52.92792,6
93036.2844848032,55.209024,5
73989.9991730451,44.672496,7
72504.5345755103,47.605344,7
91977.1957561481,44.672496,8
70563.7124311306,50.21232,7
133701.576548793,60.857472,4
69261.9910894284,47.49672,7
94499.5570991729,50.103696,6
101592.568740167,52.710672,6
150763.620458262,178.174896,4
90609.2144938833,55.426272,5
95157.1081441102,41.848272,9
